instance reducer rep algorithm time dynamic heuristic queue reduction polynomials monomials degree sreductions zeroreductions totalcoefs avgcoefs maxcoefs
econh5 classical 0 caboara-perry 0.15 0.10 0.07 0.01 0.02 9 55 5 15 6 52 5.00 10
econh5 classical 0 perturbation 0.21 0.15 0.13 0.01 0.04 15 104 7 37 22 81 5.00 11
econh5 classical 1 perturbation 0.20 0.14 0.13 0.01 0.04 15 104 7 37 22 81 5.00 11
econh5 classical 2 perturbation 0.20 0.14 0.13 0.01 0.04 15 104 7 37 22 81 5.00 11
econh5 classical 3 perturbation 0.20 0.14 0.13 0.01 0.04 15 104 7 37 22 81 5.00 11
econh5 classical 4 perturbation 0.20 0.14 0.13 0.01 0.04 15 104 7 37 22 81 5.00 11
econh5 classical 5 perturbation 0.20 0.14 0.13 0.01 0.04 15 104 7 37 22 81 5.00 11
econh5 classical 6 perturbation 0.20 0.14 0.13 0.01 0.04 15 104 7 37 22 81 5.00 11
econh5 classical 7 perturbation 0.20 0.14 0.13 0.01 0.04 15 104 7 37 22 81 5.00 11
econh5 classical 8 perturbation 0.20 0.14 0.13 0.01 0.04 15 104 7 37 22 81 5.00 11
econh5 classical 9 perturbation 0.20 0.14 0.13 0.01 0.04 15 104 7 37 22 81 5.00 11
econh5 classical 10 perturbation 0.20 0.14 0.13 0.01 0.04 15 104 7 37 22 81 5.00 11
econh5 classical 11 perturbation 0.20 0.14 0.13 0.01 0.04 15 104 7 37 22 81 5.00 11
econh5 classical 12 perturbation 0.20 0.14 0.13 0.01 0.04 15 104 7 37 22 81 5.00 11
econh5 classical 13 perturbation 0.20 0.14 0.13 0.01 0.04 15 104 7 37 22 81 5.00 11
econh5 classical 14 perturbation 0.20 0.14 0.13 0.01 0.04 15 104 7 37 22 81 5.00 11
econh5 classical 15 perturbation 0.20 0.14 0.13 0.01 0.04 15 104 7 37 22 81 5.00 11
econh5 classical 16 perturbation 0.20 0.14 0.13 0.01 0.04 15 104 7 37 22 81 5.00 11
econh5 classical 17 perturbation 0.20 0.14 0.13 0.01 0.04 15 104 7 37 22 81 5.00 11
econh5 classical 18 perturbation 0.20 0.14 0.13 0.01 0.04 15 104 7 37 22 81 5.00 11
econh5 classical 19 perturbation 0.20 0.14 0.13 0.01 0.04 15 104 7 37 22 81 5.00 11
econh5 classical 20 perturbation 0.20 0.14 0.13 0.01 0.04 15 104 7 37 22 81 5.00 11
econh5 classical 21 perturbation 0.20 0.14 0.13 0.01 0.04 15 104 7 37 22 81 5.00 11
econh5 classical 22 perturbation 0.20 0.14 0.13 0.01 0.04 15 104 7 37 22 81 5.00 11
econh5 classical 23 perturbation 0.20 0.14 0.13 0.01 0.04 15 104 7 37 22 81 5.00 11
econh5 classical 24 perturbation 0.20 0.14 0.13 0.01 0.04 15 104 7 37 22 81 5.00 11
econh5 classical 25 perturbation 0.20 0.14 0.13 0.01 0.04 15 104 7 37 22 81 5.00 11
econh5 classical 26 perturbation 0.20 0.14 0.13 0.01 0.04 15 104 7 37 22 81 5.00 11
econh5 classical 27 perturbation 0.20 0.14 0.13 0.01 0.04 15 104 7 37 22 81 5.00 11
econh5 classical 28 perturbation 0.20 0.14 0.12 0.01 0.04 15 104 7 37 22 81 5.00 11
econh5 classical 29 perturbation 0.20 0.14 0.13 0.01 0.04 15 104 7 37 22 81 5.00 11
econh5 classical 0 random 0.24 0.11 0.08 0.02 0.09 14 99 7 69 47 91 6.00 15
econh5 classical 1 random 0.17 0.11 0.08 0.01 0.04 15 104 7 37 22 81 5.00 11
econh5 classical 2 random 0.17 0.11 0.09 0.01 0.04 15 104 7 37 22 81 5.00 11
econh5 classical 3 random 0.17 0.11 0.09 0.01 0.04 15 104 7 37 22 81 5.00 11
econh5 classical 4 random 0.31 0.17 0.13 0.02 0.09 16 109 7 76 53 88 5.00 12
econh5 classical 5 random 0.17 0.11 0.08 0.01 0.04 15 104 7 37 22 81 5.00 11
econh5 classical 6 random 0.17 0.11 0.08 0.01 0.04 15 104 7 37 22 81 5.00 11
econh5 classical 7 random 0.17 0.11 0.08 0.01 0.04 15 104 7 37 22 81 5.00 11
econh5 classical 8 random 0.17 0.11 0.08 0.01 0.04 15 104 7 37 22 81 5.00 11
econh5 classical 9 random 0.17 0.11 0.08 0.01 0.04 15 104 7 37 22 81 5.00 11
econh5 classical 10 random 0.17 0.11 0.09 0.01 0.04 15 104 7 37 22 81 5.00 11
econh5 classical 11 random 0.17 0.11 0.08 0.01 0.04 15 104 7 37 22 81 5.00 11
econh5 classical 12 random 0.17 0.11 0.09 0.01 0.04 15 104 7 37 22 81 5.00 11
econh5 classical 13 random 0.17 0.11 0.08 0.01 0.04 15 104 7 37 22 81 5.00 11
econh5 classical 14 random 0.17 0.11 0.09 0.01 0.04 15 104 7 37 22 81 5.00 11
econh5 classical 15 random 0.17 0.11 0.08 0.01 0.04 15 104 7 37 22 81 5.00 11
econh5 classical 16 random 0.17 0.11 0.08 0.01 0.04 15 104 7 37 22 81 5.00 11
econh5 classical 17 random 0.17 0.11 0.09 0.01 0.04 15 104 7 37 22 81 5.00 11
econh5 classical 18 random 0.17 0.11 0.08 0.01 0.04 15 104 7 37 22 81 5.00 11
econh5 classical 19 random 0.17 0.11 0.09 0.01 0.04 15 104 7 37 22 81 5.00 11
econh5 classical 20 random 0.60 0.35 0.31 0.04 0.17 15 107 8 91 61 120 8.00 19
econh5 classical 21 random 0.17 0.11 0.08 0.01 0.04 15 104 7 37 22 81 5.00 11
econh5 classical 22 random 0.17 0.11 0.08 0.01 0.04 15 104 7 37 22 81 5.00 11
econh5 classical 23 random 0.26 0.11 0.08 0.02 0.10 15 102 7 73 50 89 5.00 15
econh5 classical 24 random 0.29 0.17 0.13 0.02 0.07 15 101 6 67 47 85 5.00 10
econh5 classical 25 random 0.34 0.17 0.13 0.02 0.12 15 108 7 74 50 192 12.00 41
econh5 classical 26 random 0.17 0.11 0.08 0.01 0.04 15 104 7 37 22 81 5.00 11
econh5 classical 27 random 0.17 0.11 0.08 0.01 0.04 15 104 7 37 22 81 5.00 11
econh5 classical 28 random 0.17 0.11 0.09 0.01 0.04 15 104 7 37 22 81 5.00 11
econh5 classical 29 random 0.17 0.11 0.08 0.01 0.04 15 104 7 37 22 81 5.00 11
econ6 classical 0 static 0.17 0.00 0.00 0.04 0.11 1 1 0 54 26 2 2.00 2
econh6 classical 6 random 1.71 0.28 0.23 0.18 1.18 30 356 9 210 146 280 9.00 47
cyclicn6 classical 6 perturbation 38.64 1.22 0.88 0.35 36.39 46 1168 10 425 312 12769 277.00 674
katsuran7 classical 4 perturbation 157.43 0.44 0.36 0.07 156.18 39 1932 7 159 120 91582 2348.00 9390
econh6 classical 7 random 32.36 2.37 1.58 10.57 19.01 22 278 7 1366 1175 435 19.00 72
econh6 classical 8 random 0.50 0.14 0.12 0.02 0.30 28 346 9 94 66 257 9.00 25
cyclicn6 classical 7 perturbation 38.53 1.22 0.87 0.35 36.28 46 1168 10 425 312 12769 277.00 674
econh6 classical 9 random 20.17 1.49 1.03 4.02 14.36 26 342 7 872 711 645 24.00 101
econh6 classical 10 random 3.86 0.69 0.53 0.59 2.47 26 355 7 279 201 853 32.00 111
econh6 classical 11 random 2.14 0.28 0.23 0.10 1.70 36 514 9 170 120 2074 57.00 220
econh6 classical 12 random 3.68 0.47 0.37 0.40 2.70 29 372 7 269 194 649 22.00 91
econh6 classical 13 random 1.00 0.27 0.23 0.04 0.64 30 435 7 111 76 827 27.00 121
econh6 classical 14 random 0.95 0.09 0.08 0.04 0.78 33 455 8 118 83 819 24.00 153
econh6 classical 15 random 0.99 0.14 0.12 0.04 0.77 33 458 8 122 88 1341 40.00 177
econh6 classical 16 random 3.27 0.73 0.57 0.63 1.80 27 291 7 358 275 157 5.00 15
econh6 classical 17 random 1.61 0.36 0.29 0.10 1.10 27 393 8 137 89 842 31.00 96
econh6 classical 18 random 1.41 0.15 0.13 0.12 1.08 26 351 7 157 103 763 29.00 133
econh6 classical 19 random 1.82 0.27 0.22 0.10 1.38 26 336 9 180 128 469 18.00 75
econh6 classical 20 random 4.76 0.45 0.35 0.60 3.59 24 353 8 263 179 712 29.00 110
econh6 classical 21 random 0.82 0.27 0.22 0.04 0.46 29 366 7 106 71 237 8.00 15
econh6 classical 22 random 1.06 0.21 0.18 0.07 0.74 27 345 8 118 77 649 24.00 144
econh6 classical 23 random 0.95 0.21 0.17 0.09 0.60 28 340 7 149 108 217 7.00 20
econh6 classical 24 random 0.97 0.21 0.18 0.06 0.66 22 333 6 99 65 310 14.00 48
econh6 classical 25 random 0.43 0.15 0.13 0.02 0.24 22 240 7 77 54 118 5.00 13
econh6 classical 26 random 0.49 0.14 0.12 0.02 0.30 28 346 9 94 66 257 9.00 25
econh6 classical 27 random 2.01 0.22 0.18 0.17 1.55 26 363 10 174 117 389 14.00 40
cyclicn6 classical 8 perturbation 38.62 1.22 0.87 0.35 36.37 46 1168 10 425 312 12769 277.00 674
econh6 classical 28 random 1.26 0.28 0.23 0.06 0.87 22 316 7 124 86 550 25.00 63
econh6 classical 29 random 0.50 0.14 0.12 0.02 0.30 28 346 9 94 66 257 9.00 25
econ7 classical 0 static 0.53 0.00 0.00 0.11 0.40 1 1 0 89 45 2 2.00 2
katsuranh7 classical 9 perturbation 152.58 0.50 0.41 0.07 151.29 39 1932 7 159 120 91582 2348.00 9390
econ7 classical 11 random 0.81 0.26 0.22 0.11 0.40 1 1 0 89 45 2 2.00 2
econ7 classical 12 random 0.79 0.24 0.21 0.11 0.40 1 1 0 89 45 2 2.00 2
econ7 classical 13 random 0.80 0.25 0.21 0.11 0.40 1 1 0 89 45 2 2.00 2
econ7 classical 14 random 0.80 0.24 0.21 0.11 0.40 1 1 0 89 45 2 2.00 2
econ7 classical 15 random 0.82 0.27 0.22 0.11 0.40 1 1 0 89 45 2 2.00 2
econ7 classical 16 random 0.79 0.24 0.21 0.11 0.39 1 1 0 89 45 2 2.00 2
econ7 classical 17 random 0.81 0.26 0.22 0.11 0.39 1 1 0 89 45 2 2.00 2
econ7 classical 18 random 0.81 0.27 0.22 0.11 0.39 1 1 0 89 45 2 2.00 2
econ7 classical 19 random 0.79 0.24 0.21 0.11 0.39 1 1 0 89 45 2 2.00 2
econ7 classical 20 random 0.80 0.26 0.22 0.11 0.39 1 1 0 89 45 2 2.00 2
econ7 classical 21 random 0.78 0.24 0.21 0.11 0.39 1 1 0 89 45 2 2.00 2
econ7 classical 22 random 0.82 0.27 0.22 0.11 0.40 1 1 0 89 45 2 2.00 2
econ7 classical 23 random 0.82 0.27 0.23 0.11 0.39 1 1 0 89 45 2 2.00 2
econ7 classical 24 random 0.81 0.27 0.22 0.11 0.39 1 1 0 89 45 2 2.00 2
econ7 classical 25 random 0.80 0.25 0.21 0.11 0.40 1 1 0 89 45 2 2.00 2
econ7 classical 26 random 0.80 0.24 0.21 0.11 0.40 1 1 0 89 45 2 2.00 2
econ7 classical 27 random 0.79 0.24 0.21 0.11 0.39 1 1 0 89 45 2 2.00 2
econ7 classical 28 random 0.79 0.24 0.21 0.11 0.39 1 1 0 89 45 2 2.00 2
econ7 classical 29 random 0.80 0.26 0.22 0.11 0.39 1 1 0 89 45 2 2.00 2
econh7 classical 0 static 2.10 0.00 0.00 0.09 1.97 51 1127 10 213 162 535 10.00 30
cyclicn6 classical 9 perturbation 38.58 1.22 0.87 0.35 36.33 46 1168 10 425 312 12769 277.00 674
econh7 classical 0 caboara-perry 33.49 2.84 0.99 0.59 29.86 68 1985 15 324 256 13037 191.00 726
econh7 classical 0 perturbation 2.88 0.78 0.67 0.11 1.92 53 1049 8 219 166 412 7.00 28
econh7 classical 1 perturbation 2.86 0.76 0.65 0.11 1.91 53 1049 8 219 166 412 7.00 28
econh7 classical 2 perturbation 2.86 0.75 0.66 0.11 1.92 53 1049 8 219 166 412 7.00 28
econh7 classical 3 perturbation 2.83 0.77 0.67 0.11 1.87 53 1049 8 219 166 412 7.00 28
econh7 classical 4 perturbation 3.11 0.97 0.88 0.11 1.96 53 1049 8 219 166 412 7.00 28
econh7 classical 5 perturbation 2.87 0.75 0.66 0.11 1.94 53 1049 8 219 166 412 7.00 28
econh7 classical 6 perturbation 2.93 0.77 0.67 0.12 1.97 53 1049 8 219 166 412 7.00 28
econh7 classical 7 perturbation 2.85 0.75 0.66 0.11 1.92 53 1049 8 219 166 412 7.00 28
cyclicn6 classical 10 perturbation 38.63 1.22 0.87 0.35 36.39 46 1168 10 425 312 12769 277.00 674
econh7 classical 8 perturbation 2.83 0.74 0.66 0.11 1.90 53 1049 8 219 166 412 7.00 28
econh7 classical 9 perturbation 2.88 0.75 0.66 0.11 1.94 53 1049 8 219 166 412 7.00 28
econh7 classical 10 perturbation 2.84 0.77 0.68 0.11 1.88 53 1049 8 219 166 412 7.00 28
econh7 classical 11 perturbation 2.85 0.74 0.66 0.11 1.92 53 1049 8 219 166 412 7.00 28
econh7 classical 12 perturbation 2.80 0.75 0.66 0.11 1.87 53 1049 8 219 166 412 7.00 28
econh7 classical 13 perturbation 2.81 0.74 0.66 0.11 1.88 53 1049 8 219 166 412 7.00 28
katsuran7 classical 5 perturbation 158.93 0.48 0.40 0.08 157.62 39 1932 7 159 120 91582 2348.00 9390
econh7 classical 14 perturbation 2.87 0.74 0.66 0.11 1.94 53 1049 8 219 166 412 7.00 28
econh7 classical 15 perturbation 2.83 0.74 0.66 0.11 1.90 53 1049 8 219 166 412 7.00 28
econh7 classical 16 perturbation 2.87 0.74 0.66 0.11 1.95 53 1049 8 219 166 412 7.00 28
econh7 classical 17 perturbation 2.82 0.75 0.67 0.11 1.88 53 1049 8 219 166 412 7.00 28
econh7 classical 18 perturbation 2.83 0.74 0.65 0.11 1.91 53 1049 8 219 166 412 7.00 28
econh7 classical 19 perturbation 2.78 0.74 0.66 0.11 1.85 53 1049 8 219 166 412 7.00 28
econh7 classical 20 perturbation 2.79 0.74 0.66 0.11 1.87 53 1049 8 219 166 412 7.00 28
cyclicn6 classical 11 perturbation 38.60 1.22 0.87 0.35 36.35 46 1168 10 425 312 12769 277.00 674
econh7 classical 21 perturbation 2.85 0.73 0.65 0.11 1.93 53 1049 8 219 166 412 7.00 28
econh7 classical 22 perturbation 2.84 0.75 0.66 0.11 1.91 53 1049 8 219 166 412 7.00 28
econh7 classical 23 perturbation 2.83 0.74 0.66 0.11 1.91 53 1049 8 219 166 412 7.00 28
econh7 classical 24 perturbation 2.84 0.74 0.66 0.11 1.91 53 1049 8 219 166 412 7.00 28
econh7 classical 25 perturbation 2.85 0.72 0.65 0.11 1.94 53 1049 8 219 166 412 7.00 28
econh7 classical 26 perturbation 2.85 0.75 0.67 0.11 1.91 53 1049 8 219 166 412 7.00 28
econh7 classical 27 perturbation 2.82 0.75 0.67 0.11 1.89 53 1049 8 219 166 412 7.00 28
econh7 classical 28 perturbation 2.81 0.74 0.66 0.11 1.89 53 1049 8 219 166 412 7.00 28
econh7 classical 29 perturbation 2.81 0.75 0.67 0.11 1.87 53 1049 8 219 166 412 7.00 28
cyclicn6 classical 12 perturbation 38.66 1.21 0.87 0.35 36.42 46 1168 10 425 312 12769 277.00 674
katsuranh7 classical 10 perturbation 152.53 0.50 0.41 0.07 151.25 39 1932 7 159 120 91582 2348.00 9390
cyclicn6 classical 13 perturbation 38.58 1.22 0.87 0.35 36.34 46 1168 10 425 312 12769 277.00 674
cyclicn6 classical 14 perturbation 38.64 1.22 0.87 0.35 36.39 46 1168 10 425 312 12769 277.00 674
katsuran7 classical 6 perturbation 159.24 0.48 0.40 0.08 157.93 39 1932 7 159 120 91582 2348.00 9390
cyclicn6 classical 15 perturbation 38.64 1.21 0.87 0.35 36.40 46 1168 10 425 312 12769 277.00 674
katsuranh7 classical 11 perturbation 152.54 0.50 0.41 0.07 151.26 39 1932 7 159 120 91582 2348.00 9390
cyclicn6 classical 16 perturbation 38.64 1.22 0.87 0.35 36.39 46 1168 10 425 312 12769 277.00 674
cyclicn6 classical 17 perturbation 38.64 1.22 0.88 0.35 36.39 46 1168 10 425 312 12769 277.00 674
econh7 classical 0 random 222.23 6.35 3.75 49.75 164.93 51 1228 10 3407 3025 2039 39.00 185
econh7 classical 16 random 48.32 2.15 1.30 7.48 38.25 46 972 8 1139 924 1044 22.00 131
katsuran7 classical 7 perturbation 158.28 0.48 0.40 0.08 156.97 39 1932 7 159 120 91582 2348.00 9390
econh7 classical 17 random 19.74 0.96 0.65 1.44 17.11 48 1182 9 482 351 2588 53.00 215
katsuranh7 classical 12 perturbation 152.43 0.50 0.41 0.07 151.15 39 1932 7 159 120 91582 2348.00 9390
econh7 classical 18 random 59.55 2.66 1.53 8.56 47.80 47 1076 8 1186 937 360 7.00 21
econh7 classical 1 random 128.66 4.74 2.79 34.31 88.65 49 1121 9 2514 2191 544 11.00 49
econh7 classical 19 random 63.80 2.65 1.56 8.55 52.04 48 1217 8 848 652 3558 74.00 277
katsuran7 classical 8 perturbation 158.36 0.48 0.39 0.08 157.05 39 1932 7 159 120 91582 2348.00 9390
katsuranh7 classical 13 perturbation 152.67 0.62 0.54 0.07 151.26 39 1932 7 159 120 91582 2348.00 9390
katsuran7 classical 9 perturbation 158.96 0.47 0.39 0.08 157.66 39 1932 7 159 120 91582 2348.00 9390
katsuranh7 classical 14 perturbation 152.59 0.50 0.41 0.07 151.31 39 1932 7 159 120 91582 2348.00 9390
katsuran7 classical 10 perturbation 158.54 0.49 0.40 0.08 157.23 39 1932 7 159 120 91582 2348.00 9390
katsuranh7 classical 15 perturbation 152.71 0.51 0.42 0.07 151.41 39 1932 7 159 120 91582 2348.00 9390
katsuran7 classical 11 perturbation 158.41 0.47 0.39 0.08 157.11 39 1932 7 159 120 91582 2348.00 9390
katsuranh7 classical 16 perturbation 152.73 0.50 0.41 0.07 151.45 39 1932 7 159 120 91582 2348.00 9390
econh7 classical 2 random 601.88 11.80 6.36 162.42 425.03 50 1263 8 6145 5585 1026 20.00 42
econh7 classical 3 random 76.25 4.17 2.31 14.53 56.87 48 1283 9 1416 1156 2825 58.00 195
econh7 classical 4 random 5.40 0.36 0.26 0.25 4.68 50 1237 11 308 231 777 15.00 56
econh7 classical 5 random 7.28 0.27 0.19 0.11 6.80 49 1346 10 223 169 3406 69.00 323
katsuran7 classical 12 perturbation 158.34 0.47 0.39 0.08 157.04 39 1932 7 159 120 91582 2348.00 9390
katsuranh7 classical 17 perturbation 152.65 0.50 0.41 0.07 151.36 39 1932 7 159 120 91582 2348.00 9390
econh7 classical 6 random 76.15 4.13 2.56 22.29 49.05 44 999 9 1852 1576 706 16.00 74
econh7 classical 7 random 48.83 1.98 1.24 4.80 41.51 45 1336 9 864 678 4464 99.00 268
econh7 classical 8 random 49.32 1.94 1.29 4.13 42.75 38 899 9 972 787 1835 48.00 221
econh7 classical 9 random 4.56 0.71 0.31 0.11 3.65 31 752 7 167 113 530 17.00 45
econh7 classical 20 random 823.76 17.19 9.16 313.56 489.87 52 1253 8 9288 8620 496 9.00 22
katsuran7 classical 13 perturbation 158.42 0.48 0.40 0.08 157.12 39 1932 7 159 120 91582 2348.00 9390
econh7 classical 21 random 5.18 0.36 0.26 0.13 4.61 49 1216 9 218 162 1982 40.00 185
katsuranh7 classical 18 perturbation 152.72 0.50 0.42 0.07 151.43 39 1932 7 159 120 91582 2348.00 9390
econh7 classical 22 random 11.02 0.43 0.36 0.14 10.33 57 1526 10 262 201 6846 120.00 600
econh7 classical 10 random 25.84 1.49 0.95 3.45 20.54 28 591 7 685 532 244 8.00 21
econh7 classical 23 random 55.32 2.96 1.83 9.74 42.11 50 1136 8 1248 1019 1961 39.00 217
econh7 classical 24 random 58.25 2.24 1.42 9.16 46.32 50 1252 11 1200 965 3165 63.00 509
katsuran7 classical 14 perturbation 158.47 0.47 0.39 0.08 157.18 39 1932 7 159 120 91582 2348.00 9390
katsuranh7 classical 19 perturbation 152.72 0.50 0.41 0.07 151.43 39 1932 7 159 120 91582 2348.00 9390
econh7 classical 11 random 221.10 5.74 3.28 49.55 164.48 49 1185 9 3492 3095 507 10.00 33
econh7 classical 12 random 71.16 3.49 2.29 8.23 58.84 51 1463 8 1120 897 5168 101.00 211
katsuran7 classical 15 perturbation 158.54 0.48 0.40 0.08 157.24 39 1932 7 159 120 91582 2348.00 9390
katsuranh7 classical 20 perturbation 152.69 0.50 0.41 0.07 151.41 39 1932 7 159 120 91582 2348.00 9390
econh7 classical 13 random 61.70 4.25 2.61 14.42 42.39 49 1102 8 1773 1523 1720 35.00 231
econh7 classical 14 random 8.01 0.78 0.54 0.28 6.81 50 1335 9 288 210 3845 76.00 284
katsuranh7 classical 21 perturbation 152.72 0.50 0.41 0.07 151.44 39 1932 7 159 120 91582 2348.00 9390
katsuran7 classical 16 perturbation 156.72 0.48 0.40 0.08 155.42 39 1932 7 159 120 91582 2348.00 9390
econh7 classical 15 random 146.74 4.92 2.85 32.11 108.64 48 1139 9 2494 2162 787 16.00 59
f633 classical 21 random 1.85 0.23 0.16 0.12 1.42 47 1022 4 214 167 1033 21.00 86
f633 classical 22 random 1.84 0.22 0.16 0.12 1.42 47 1022 4 214 167 1033 21.00 86
f633 classical 23 random 4.26 0.86 0.72 0.21 3.08 39 1215 8 223 166 1144 29.00 94
f633 classical 24 random 2.93 0.79 0.57 0.29 1.76 36 895 6 232 171 777 21.00 43
f633 classical 25 random 1.86 0.22 0.17 0.12 1.43 47 1022 4 214 167 1033 21.00 86
f633 classical 26 random 3.75 0.71 0.51 0.69 2.22 34 628 6 265 188 683 20.00 56
f633 classical 27 random 1.39 0.49 0.36 0.14 0.69 20 434 7 120 79 522 26.00 70
f633 classical 28 random 1.88 0.23 0.17 0.12 1.44 47 1022 4 214 167 1033 21.00 86
f633 classical 29 random 1.87 0.22 0.17 0.12 1.44 47 1022 4 214 167 1033 21.00 86
f633h classical 0 static 1.60 0.00 0.00 0.11 1.45 47 977 6 214 167 1092 23.00 86
katsuranh7 classical 22 perturbation 152.68 0.50 0.41 0.07 151.39 39 1932 7 159 120 91582 2348.00 9390
katsuran7 classical 17 perturbation 152.90 0.43 0.35 0.07 151.70 39 1932 7 159 120 91582 2348.00 9390
econh7 classical 25 random 607.29 12.92 6.74 125.99 466.10 44 1067 10 5754 5230 711 16.00 38
econh7 classical 26 random 14.01 1.56 1.05 1.32 10.90 56 1123 8 527 395 565 10.00 27
econh7 classical 27 random 2.42 0.35 0.26 0.07 1.94 29 595 7 138 97 196 6.00 16
katsuranh7 classical 23 perturbation 152.88 0.50 0.41 0.07 151.59 39 1932 7 159 120 91582 2348.00 9390
katsuran7 classical 18 perturbation 152.78 0.43 0.36 0.07 151.56 39 1932 7 159 120 91582 2348.00 9390
econh7 classical 28 random 141.99 4.37 2.35 28.24 108.32 47 1123 10 2221 1898 1044 22.00 69
econh7 classical 29 random 16.60 1.13 0.76 1.59 13.63 45 1091 10 539 406 575 12.00 50
f633 classical 0 static 1.43 0.00 0.00 0.10 1.28 47 1022 4 214 167 1033 21.00 86
f633 classical 0 caboara-perry 2.40 0.60 0.39 0.16 1.54 31 931 8 148 110 1530 49.00 122
f633 classical 0 perturbation 1.96 0.48 0.41 0.11 1.29 47 1022 4 214 167 1033 21.00 86
f633 classical 1 perturbation 1.97 0.46 0.40 0.11 1.32 47 1022 4 214 167 1033 21.00 86
f633 classical 2 perturbation 1.92 0.45 0.39 0.11 1.29 47 1022 4 214 167 1033 21.00 86
f633 classical 3 perturbation 1.92 0.45 0.39 0.11 1.28 47 1022 4 214 167 1033 21.00 86
f633 classical 4 perturbation 1.89 0.44 0.39 0.10 1.26 47 1022 4 214 167 1033 21.00 86
f633 classical 5 perturbation 1.93 0.44 0.39 0.11 1.31 47 1022 4 214 167 1033 21.00 86
f633 classical 6 perturbation 1.94 0.45 0.40 0.11 1.30 47 1022 4 214 167 1033 21.00 86
katsuranh7 classical 24 perturbation 152.95 0.50 0.41 0.07 151.66 39 1932 7 159 120 91582 2348.00 9390
f633 classical 7 perturbation 1.93 0.45 0.40 0.11 1.29 47 1022 4 214 167 1033 21.00 86
katsuran7 classical 19 perturbation 152.81 0.43 0.36 0.07 151.60 39 1932 7 159 120 91582 2348.00 9390
f633 classical 8 perturbation 1.95 0.46 0.40 0.11 1.30 47 1022 4 214 167 1033 21.00 86
f633 classical 9 perturbation 1.93 0.44 0.39 0.11 1.29 47 1022 4 214 167 1033 21.00 86
f633 classical 10 perturbation 1.91 0.45 0.39 0.11 1.28 47 1022 4 214 167 1033 21.00 86
f633 classical 11 perturbation 1.89 0.44 0.39 0.11 1.27 47 1022 4 214 167 1033 21.00 86
f633 classical 12 perturbation 1.93 0.44 0.39 0.11 1.30 47 1022 4 214 167 1033 21.00 86
f633 classical 13 perturbation 1.94 0.45 0.40 0.11 1.30 47 1022 4 214 167 1033 21.00 86
f633 classical 14 perturbation 1.94 0.45 0.40 0.11 1.30 47 1022 4 214 167 1033 21.00 86
f633 classical 15 perturbation 1.94 0.45 0.40 0.11 1.30 47 1022 4 214 167 1033 21.00 86
f633 classical 16 perturbation 1.94 0.45 0.40 0.11 1.30 47 1022 4 214 167 1033 21.00 86
f633 classical 17 perturbation 1.94 0.45 0.40 0.11 1.30 47 1022 4 214 167 1033 21.00 86
f633 classical 18 perturbation 1.93 0.45 0.40 0.11 1.30 47 1022 4 214 167 1033 21.00 86
f633 classical 19 perturbation 1.90 0.44 0.39 0.11 1.27 47 1022 4 214 167 1033 21.00 86
f633 classical 20 perturbation 1.92 0.43 0.38 0.11 1.30 47 1022 4 214 167 1033 21.00 86
f633 classical 21 perturbation 1.94 0.45 0.40 0.11 1.30 47 1022 4 214 167 1033 21.00 86
f633 classical 22 perturbation 1.96 0.45 0.40 0.11 1.31 47 1022 4 214 167 1033 21.00 86
f633 classical 23 perturbation 1.96 0.45 0.40 0.11 1.31 47 1022 4 214 167 1033 21.00 86
f633 classical 24 perturbation 1.96 0.45 0.40 0.11 1.31 47 1022 4 214 167 1033 21.00 86
f633 classical 25 perturbation 1.94 0.45 0.40 0.11 1.30 47 1022 4 214 167 1033 21.00 86
f633 classical 26 perturbation 1.92 0.44 0.39 0.11 1.29 47 1022 4 214 167 1033 21.00 86
f633 classical 27 perturbation 1.93 0.45 0.40 0.11 1.29 47 1022 4 214 167 1033 21.00 86
f633 classical 28 perturbation 1.92 0.44 0.39 0.11 1.29 47 1022 4 214 167 1033 21.00 86
f633 classical 29 perturbation 1.92 0.44 0.39 0.11 1.29 47 1022 4 214 167 1033 21.00 86
f633 classical 0 random 1.71 0.21 0.16 0.11 1.30 47 1022 4 214 167 1033 21.00 86
f633 classical 1 random 2.87 0.67 0.48 0.19 1.90 34 946 8 195 138 995 29.00 114
f633 classical 2 random 1.73 0.22 0.16 0.11 1.31 47 1022 4 214 167 1033 21.00 86
f633 classical 3 random 1.71 0.21 0.16 0.11 1.30 47 1022 4 214 167 1033 21.00 86
f633 classical 4 random 1.72 0.22 0.16 0.11 1.31 47 1022 4 214 167 1033 21.00 86
f633 classical 5 random 1.70 0.22 0.16 0.11 1.29 47 1022 4 214 167 1033 21.00 86
f633 classical 6 random 1.74 0.22 0.16 0.11 1.32 47 1022 4 214 167 1033 21.00 86
f633 classical 7 random 1.71 0.22 0.16 0.11 1.30 47 1022 4 214 167 1033 21.00 86
f633 classical 8 random 3.25 0.30 0.22 0.26 2.58 38 1054 7 223 160 1294 34.00 111
f633 classical 9 random 3.34 0.56 0.41 0.19 2.48 37 1150 10 209 151 837 22.00 116
f633 classical 10 random 1.72 0.22 0.16 0.11 1.31 47 1022 4 214 167 1033 21.00 86
f633 classical 11 random 1.73 0.22 0.16 0.11 1.32 47 1022 4 214 167 1033 21.00 86
f633 classical 12 random 1.56 0.31 0.23 0.15 1.02 31 646 7 178 127 739 23.00 82
