instance reducer rep algorithm time dynamic heuristic queue reduction polynomials monomials degree sreductions zeroreductions
cyclicn4 F4 28 perturbation 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicnh5 F4 8 random 0.15 0.04 0.03 0.02 0.06 38 538 13 350 89
cyclicn4 F4 29 perturbation 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicn4 classical 0 random 0.05 0.04 0.03 0.00 0.00 7 30 6 12 5
cyclicn4 classical 1 random 0.05 0.04 0.03 0.00 0.00 7 30 6 12 5
cyclicn4 classical 2 random 0.05 0.04 0.03 0.00 0.00 7 30 6 12 5
cyclicn4 classical 3 random 0.05 0.04 0.03 0.00 0.00 7 30 6 12 5
cyclicn4 classical 4 random 0.05 0.04 0.03 0.00 0.00 7 30 6 12 5
cyclicn5 F4 0 caboara-perry 0.71 0.51 0.40 0.05 0.12 12 114 15 571 69
cyclicn4 classical 5 random 0.05 0.04 0.03 0.00 0.00 7 30 6 12 5
cyclicn4 classical 6 random 0.05 0.04 0.03 0.00 0.00 7 30 6 12 5
cyclicnh5 F4 9 random 0.38 0.11 0.08 0.08 0.16 43 532 20 879 221
cyclicn4 classical 7 random 0.06 0.05 0.04 0.00 0.00 7 30 6 12 5
cyclicn4 classical 8 random 0.05 0.04 0.03 0.00 0.00 7 30 6 12 5
cyclicnh5 F4 10 random 0.08 0.04 0.03 0.00 0.02 13 166 7 126 12
cyclicn4 classical 9 random 0.05 0.04 0.03 0.00 0.00 7 30 6 12 5
cyclicn4 classical 10 random 0.05 0.04 0.03 0.00 0.00 7 30 6 12 5
cyclicnh5 F4 11 random 0.10 0.05 0.04 0.00 0.03 15 226 9 168 18
cyclicn4 classical 11 random 0.05 0.04 0.03 0.00 0.00 7 30 6 12 5
cyclicnh5 F4 12 random 0.31 0.10 0.08 0.02 0.17 26 366 13 768 57
cyclicn4 classical 12 random 0.26 0.25 0.03 0.00 0.00 7 30 6 12 5
cyclicn4 classical 13 random 0.05 0.04 0.03 0.00 0.00 7 30 6 12 5
cyclicn5 classical 0 perturbation 0.70 0.42 0.39 0.04 0.21 20 232 8 113 75
cyclicn4 classical 14 random 0.05 0.04 0.03 0.00 0.00 7 30 6 12 5
cyclicn4 classical 15 random 0.05 0.04 0.03 0.00 0.00 7 30 6 12 5
cyclicnh5 F4 13 random 0.15 0.04 0.03 0.02 0.06 38 538 13 350 89
cyclicn4 classical 16 random 0.05 0.04 0.03 0.00 0.00 7 30 6 12 5
cyclicn4 classical 17 random 0.05 0.04 0.03 0.00 0.00 7 30 6 12 5
cyclicnh5 F4 14 random 0.11 0.04 0.03 0.01 0.04 17 229 9 222 21
cyclicn4 classical 18 random 0.05 0.04 0.03 0.00 0.00 7 30 6 12 5
cyclicn4 classical 19 random 0.05 0.04 0.03 0.00 0.00 7 30 6 12 5
cyclicn4 classical 20 random 0.05 0.04 0.03 0.00 0.00 7 30 6 12 5
cyclicnh5 F4 15 random 0.15 0.04 0.03 0.02 0.06 38 538 13 350 89
cyclicn4 classical 21 random 0.05 0.04 0.03 0.00 0.00 7 30 6 12 5
cyclicn4 classical 22 random 0.05 0.04 0.03 0.00 0.00 7 30 6 12 5
cyclicn4 classical 23 random 0.05 0.04 0.03 0.00 0.00 7 30 6 12 5
cyclicn5 classical 1 perturbation 0.46 0.20 0.18 0.03 0.21 20 232 8 113 75
cyclicnh5 F4 16 random 0.15 0.04 0.03 0.02 0.06 38 538 13 350 89
cyclicn4 classical 24 random 0.05 0.04 0.03 0.00 0.00 7 30 6 12 5
cyclicn4 classical 25 random 0.05 0.04 0.03 0.00 0.00 7 30 6 12 5
cyclicnh5 F4 17 random 0.10 0.05 0.04 0.00 0.03 14 177 9 168 16
cyclicn4 classical 26 random 0.06 0.05 0.04 0.00 0.00 7 30 6 12 5
cyclicn4 classical 27 random 0.06 0.05 0.03 0.00 0.00 7 30 6 12 5
cyclicnh5 F4 18 random 0.15 0.04 0.03 0.02 0.06 38 538 13 350 89
cyclicn4 classical 28 random 0.06 0.05 0.04 0.00 0.00 7 30 6 12 5
cyclicn4 classical 29 random 0.06 0.05 0.03 0.00 0.00 7 30 6 12 5
cyclicn4 F4 0 random 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicn4 F4 1 random 0.02 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicn4 F4 2 random 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicn4 F4 3 random 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicnh5 F4 19 random 0.15 0.04 0.03 0.02 0.06 38 538 13 350 89
cyclicn4 F4 4 random 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicn4 F4 5 random 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicn4 F4 6 random 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicn4 F4 7 random 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicn4 F4 8 random 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicn4 F4 9 random 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicn5 classical 2 perturbation 0.47 0.19 0.17 0.03 0.22 20 232 8 113 75
cyclicn4 F4 10 random 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicn4 F4 11 random 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicn4 F4 12 random 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicnh5 F4 20 random 0.10 0.05 0.04 0.00 0.03 14 186 9 165 15
cyclicn4 F4 13 random 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicn4 F4 14 random 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicn4 F4 15 random 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicn4 F4 16 random 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicn4 F4 17 random 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicn4 F4 18 random 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicn4 F4 19 random 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicn4 F4 20 random 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicn4 F4 21 random 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicn4 F4 22 random 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicn4 F4 23 random 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicn4 F4 24 random 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicn4 F4 25 random 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicn4 F4 26 random 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicnh5 F4 21 random 0.15 0.05 0.04 0.02 0.06 38 538 13 350 89
cyclicn4 F4 27 random 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicn4 F4 28 random 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicn4 F4 29 random 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicnh4 classical 0 static 0.01 0.00 0.00 0.00 0.00 7 30 6 12 5
cyclicnh4 F4 0 static 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicnh4 classical 0 caboara-perry 0.08 0.06 0.04 0.00 0.01 5 21 5 8 3
cyclicnh5 F4 22 random 0.17 0.09 0.07 0.01 0.05 17 246 12 253 21
cyclicnh4 F4 0 caboara-perry 0.06 0.04 0.03 0.00 0.00 7 29 8 38 6
cyclicnh4 classical 0 perturbation 0.05 0.04 0.04 0.00 0.00 7 30 6 12 5
cyclicn5 classical 3 perturbation 0.47 0.20 0.18 0.03 0.21 20 232 8 113 75
cyclicnh4 classical 1 perturbation 0.05 0.04 0.04 0.00 0.00 7 30 6 12 5
cyclicnh5 F4 23 random 0.15 0.04 0.03 0.02 0.06 38 538 13 350 89
cyclicnh4 classical 2 perturbation 0.05 0.04 0.04 0.00 0.00 7 30 6 12 5
cyclicnh4 classical 3 perturbation 0.05 0.04 0.04 0.00 0.00 7 30 6 12 5
cyclicnh4 classical 4 perturbation 0.05 0.04 0.04 0.00 0.00 7 30 6 12 5
cyclicnh4 classical 5 perturbation 0.06 0.05 0.05 0.00 0.00 7 30 6 12 5
cyclicnh5 F4 24 random 0.25 0.05 0.04 0.03 0.16 38 538 13 350 89
cyclicnh4 classical 6 perturbation 0.06 0.05 0.04 0.00 0.00 7 30 6 12 5
cyclicnh4 classical 7 perturbation 0.06 0.05 0.04 0.00 0.00 7 30 6 12 5
cyclicnh4 classical 8 perturbation 0.06 0.05 0.04 0.00 0.00 7 30 6 12 5
cyclicn5 classical 4 perturbation 0.45 0.19 0.17 0.03 0.20 20 232 8 113 75
cyclicnh5 F4 25 random 0.19 0.05 0.04 0.03 0.08 38 538 13 350 89
cyclicnh4 classical 9 perturbation 0.06 0.05 0.04 0.00 0.00 7 30 6 12 5
cyclicnh4 classical 10 perturbation 0.07 0.05 0.04 0.00 0.00 7 30 6 12 5
cyclicnh4 classical 11 perturbation 0.05 0.04 0.04 0.00 0.00 7 30 6 12 5
cyclicnh5 F4 26 random 0.14 0.06 0.04 0.01 0.06 20 256 11 293 26
